CLIENTNUM,Attrition_Flag,observed_churn,churn_probability,predicted_churn,is_high_risk,risk_band,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,age_band,tenure_band,inactivity_band,Customer_Age,Dependent_count,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Total_Relationship_Count,decision_threshold_used,model_name
719327808,Existing Customer,0,0.0025469355643801465,0,False,Low,F,Uneducated,Married,Unknown,Blue,50-64,25-48 mo,0-1 mo,52,2,36,1,2,4006.0,2517,1489.0,1157,34,0.557,0.619,0.628,5,0.5,lightgbm
788791383,Existing Customer,0,0.002536592394565522,0,False,Low,F,High School,Married,$40K - $60K,Blue,35-49,0-24 mo,2-3 mo,39,3,21,2,1,5027.0,0,5027.0,4850,70,0.853,0.75,0.0,1,0.5,lightgbm
715588008,Existing Customer,0,0.002532339081563618,0,False,Low,M,College,Married,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,45,4,31,3,3,31978.0,1659,30319.0,2333,51,0.556,1.217,0.052,4,0.5,lightgbm
712700358,Existing Customer,0,0.0025262874017702238,0,False,Low,F,Uneducated,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,36,4,26,3,2,2002.0,1377,625.0,2411,60,0.671,0.714,0.688,4,0.5,lightgbm
709571958,Existing Customer,0,0.0025177680197270404,0,False,Low,F,Graduate,Single,Less than $40K,Blue,50-64,25-48 mo,0-1 mo,58,2,47,1,2,2127.0,0,2127.0,4401,65,0.735,0.667,0.0,1,0.5,lightgbm
826480308,Existing Customer,0,0.002514531213206196,0,False,Low,M,Graduate,Unknown,$80K - $120K,Blue,50-64,49-72 mo,2-3 mo,53,3,49,2,1,4778.0,1869,2909.0,5489,74,0.743,0.805,0.391,5,0.5,lightgbm
714797733,Existing Customer,0,0.0025143208957918908,0,False,Low,M,College,Single,$60K - $80K,Blue,35-49,25-48 mo,0-1 mo,41,3,33,1,4,5246.0,0,5246.0,3189,56,0.969,0.556,0.0,6,0.5,lightgbm
795979833,Existing Customer,0,0.0025120142819492395,0,False,Low,F,High School,Married,Less than $40K,Blue,50-64,25-48 mo,0-1 mo,53,1,47,1,2,3445.0,1074,2371.0,1074,31,0.67,0.632,0.312,6,0.5,lightgbm
780481308,Existing Customer,0,0.002497648411512345,0,False,Low,F,Graduate,Married,Unknown,Blue,35-49,0-24 mo,2-3 mo,37,3,24,2,2,10584.0,1550,9034.0,1567,33,0.692,0.32,0.146,3,0.5,lightgbm
803957508,Existing Customer,0,0.0024952042818404993,0,False,Low,M,Unknown,Single,$80K - $120K,Blue,50-64,25-48 mo,0-1 mo,52,2,47,1,3,15904.0,1024,14880.0,1433,33,0.369,0.5,0.064,6,0.5,lightgbm
808796208,Existing Customer,0,0.0024941421237193785,0,False,Low,F,Unknown,Divorced,$40K - $60K,Blue,50-64,49-72 mo,2-3 mo,54,2,49,3,2,5476.0,2517,2959.0,1532,44,0.967,0.692,0.46,5,0.5,lightgbm
789124683,Existing Customer,0,0.0024842843975497264,0,False,Low,M,Unknown,Married,$80K - $120K,Blue,50-64,25-48 mo,2-3 mo,54,2,42,2,3,12217.0,0,12217.0,1110,21,1.075,0.75,0.0,4,0.5,lightgbm
773270058,Existing Customer,0,0.0024830161022616963,0,False,Low,M,High School,Married,$80K - $120K,Blue,50-64,49-72 mo,2-3 mo,57,5,50,2,3,13427.0,0,13427.0,1337,27,0.521,0.588,0.0,4,0.5,lightgbm
708735183,Existing Customer,0,0.0024828690555909645,0,False,Low,F,High School,Married,Less than $40K,Blue,35-49,0-24 mo,2-3 mo,35,2,22,3,3,2544.0,1848,696.0,2289,49,0.804,0.441,0.726,4,0.5,lightgbm
710934033,Existing Customer,0,0.0024826934478198535,0,False,Low,M,High School,Single,Less than $40K,Blue,Under 35,0-24 mo,0-1 mo,26,0,13,1,4,1775.0,1162,613.0,2169,43,0.93,0.536,0.655,6,0.5,lightgbm
779070033,Existing Customer,0,0.0024817812238937934,0,False,Low,F,College,Single,Less than $40K,Blue,50-64,25-48 mo,4-6 mo,63,0,44,4,2,1938.0,0,1938.0,3974,56,0.536,0.931,0.0,3,0.5,lightgbm
817686633,Existing Customer,0,0.0024673789212612054,0,False,Low,F,College,Single,Less than $40K,Blue,Under 35,0-24 mo,2-3 mo,26,1,15,2,4,1438.3,737,701.3,2856,39,0.806,0.5,0.512,5,0.5,lightgbm
771197433,Existing Customer,0,0.0024667161337834503,0,False,Low,F,Graduate,Married,Less than $40K,Blue,50-64,25-48 mo,2-3 mo,54,1,41,2,4,4658.0,588,4070.0,1351,30,0.856,1.5,0.126,3,0.5,lightgbm
716321583,Existing Customer,0,0.0024653738596976584,0,False,Low,F,Unknown,Single,$40K - $60K,Blue,50-64,25-48 mo,2-3 mo,50,3,36,3,3,12740.0,1173,11567.0,3441,55,1.04,0.719,0.092,5,0.5,lightgbm
717860358,Existing Customer,0,0.0024652549223047856,0,False,Low,F,High School,Single,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,40,3,36,3,2,5124.0,2235,2889.0,1158,42,0.542,0.355,0.436,5,0.5,lightgbm
793889508,Existing Customer,0,0.0024601352915992387,0,False,Low,F,Graduate,Married,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,48,2,42,3,3,4076.0,0,4076.0,1235,37,0.808,0.682,0.0,4,0.5,lightgbm
816832383,Existing Customer,0,0.00244050418264368,0,False,Low,F,High School,Single,Less than $40K,Blue,50-64,49-72 mo,2-3 mo,61,1,56,2,2,3421.0,2266,1155.0,6932,75,0.659,0.744,0.662,3,0.5,lightgbm
768848658,Existing Customer,0,0.002438032377481392,0,False,Low,F,Unknown,Single,Unknown,Blue,35-49,25-48 mo,2-3 mo,43,3,37,3,1,16583.0,1797,14786.0,7823,87,0.889,0.673,0.108,2,0.5,lightgbm
709328733,Existing Customer,0,0.00242513132293371,0,False,Low,F,Uneducated,Married,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,49,2,37,3,3,9723.0,2459,7264.0,1258,24,0.444,1.0,0.253,6,0.5,lightgbm
788370258,Existing Customer,0,0.00242084004437723,0,False,Low,M,Graduate,Married,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,37,4,30,3,2,2578.0,2517,61.0,1830,64,0.896,0.524,0.976,5,0.5,lightgbm
709451508,Existing Customer,0,0.002418862799066747,0,False,Low,F,High School,Married,Unknown,Blue,50-64,49-72 mo,0-1 mo,63,1,50,1,3,12766.0,0,12766.0,1191,28,0.668,0.647,0.0,6,0.5,lightgbm
713767383,Existing Customer,0,0.0024157355548153855,0,False,Low,F,High School,Married,$40K - $60K,Blue,Under 35,0-24 mo,2-3 mo,32,0,22,2,2,2062.0,1665,397.0,2397,41,1.276,0.64,0.807,4,0.5,lightgbm
720119808,Existing Customer,0,0.0024022918057493973,0,False,Low,M,High School,Married,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,42,3,36,2,2,24126.0,948,23178.0,3342,52,0.616,0.677,0.039,3,0.5,lightgbm
717596883,Existing Customer,0,0.002387038498427018,0,False,Low,F,Graduate,Single,$40K - $60K,Blue,50-64,25-48 mo,2-3 mo,58,0,39,3,2,5530.0,1233,4297.0,5270,78,0.859,1.0,0.223,4,0.5,lightgbm
721295658,Existing Customer,0,0.002382272975601251,0,False,Low,M,Unknown,Single,$80K - $120K,Blue,50-64,49-72 mo,0-1 mo,62,1,55,1,4,34516.0,2517,31999.0,3975,63,0.945,0.537,0.073,6,0.5,lightgbm
721117533,Existing Customer,0,0.002364515333724197,0,False,Low,F,Graduate,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,46,3,26,3,3,2171.0,1418,753.0,1415,45,0.505,0.406,0.653,3,0.5,lightgbm
808292958,Existing Customer,0,0.0023617839509127783,0,False,Low,M,Graduate,Single,Less than $40K,Blue,Under 35,0-24 mo,2-3 mo,26,0,20,2,3,1438.3,495,943.3,2546,40,1.062,0.333,0.344,6,0.5,lightgbm
771772083,Existing Customer,0,0.002345915891353323,0,False,Low,M,Graduate,Married,$60K - $80K,Blue,35-49,25-48 mo,0-1 mo,48,4,37,1,1,13197.0,0,13197.0,8424,84,0.681,0.787,0.0,2,0.5,lightgbm
715640358,Existing Customer,0,0.002345494342806382,0,False,Low,M,High School,Single,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,43,3,36,3,3,4112.0,768,3344.0,1334,40,0.413,0.429,0.187,6,0.5,lightgbm
709035708,Existing Customer,0,0.00233430314606879,0,False,Low,F,Unknown,Married,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,38,0,36,2,3,1841.0,1246,595.0,1819,35,0.759,0.522,0.677,4,0.5,lightgbm
750147483,Existing Customer,0,0.002330140379111978,0,False,Low,M,High School,Single,$80K - $120K,Blue,35-49,25-48 mo,0-1 mo,49,2,37,1,4,24299.0,2517,21782.0,5320,62,0.723,0.771,0.104,6,0.5,lightgbm
717613233,Existing Customer,0,0.002321318742336986,0,False,Low,M,Uneducated,Married,$60K - $80K,Silver,35-49,25-48 mo,2-3 mo,45,4,33,2,4,25907.0,745,25162.0,2058,56,0.607,0.806,0.029,5,0.5,lightgbm
721498008,Existing Customer,0,0.002318819462381372,0,False,Low,F,Uneducated,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,44,3,35,2,2,1438.3,0,1438.3,3966,57,0.978,0.781,0.0,5,0.5,lightgbm
721241583,Existing Customer,0,0.002310243508225002,0,False,Low,F,Graduate,Married,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,48,3,43,3,2,2109.0,1205,904.0,2935,60,0.514,0.935,0.571,5,0.5,lightgbm
780126033,Attrited Customer,1,0.002299487851875671,0,False,Low,M,Unknown,Married,$40K - $60K,Blue,50-64,25-48 mo,0-1 mo,50,4,35,1,5,12914.0,1227,11687.0,2082,54,0.392,0.459,0.095,6,0.5,lightgbm
709919283,Existing Customer,0,0.0022964180669399546,0,False,Low,M,Graduate,Married,$80K - $120K,Blue,50-64,25-48 mo,2-3 mo,54,4,34,3,2,14926.0,2517,12409.0,1576,25,1.996,1.5,0.169,2,0.5,lightgbm
717835908,Existing Customer,0,0.0022955063869713405,0,False,Low,M,Post-Graduate,Married,$80K - $120K,Blue,Under 35,0-24 mo,2-3 mo,33,2,22,3,3,1438.3,681,757.3,2730,48,1.542,0.778,0.473,3,0.5,lightgbm
804337233,Existing Customer,0,0.0022938367729374927,0,False,Low,F,High School,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,45,4,35,2,2,1502.0,0,1502.0,4890,61,0.739,0.794,0.0,3,0.5,lightgbm
778357458,Existing Customer,0,0.0022895324481665294,0,False,Low,F,Unknown,Single,Less than $40K,Blue,35-49,0-24 mo,2-3 mo,44,5,24,3,3,2003.0,1224,779.0,1756,42,0.646,0.355,0.611,4,0.5,lightgbm
711023508,Existing Customer,0,0.0022891736774720305,0,False,Low,F,Graduate,Married,Unknown,Blue,50-64,25-48 mo,4-6 mo,55,1,43,4,2,3161.0,1389,1772.0,1547,30,0.307,0.429,0.439,5,0.5,lightgbm
815845758,Existing Customer,0,0.002281475069408811,0,False,Low,F,High School,Married,Less than $40K,Blue,50-64,49-72 mo,2-3 mo,56,4,51,2,3,1438.3,0,1438.3,1354,24,0.472,0.714,0.0,4,0.5,lightgbm
717953283,Existing Customer,0,0.0022796353892395975,0,False,Low,M,Graduate,Married,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,41,3,31,2,2,2122.0,1189,933.0,4379,45,0.398,1.143,0.56,5,0.5,lightgbm
779397183,Existing Customer,0,0.002279405505398946,0,False,Low,F,Graduate,Single,Less than $40K,Blue,35-49,25-48 mo,0-1 mo,42,2,31,1,1,3659.0,0,3659.0,4068,61,0.797,0.694,0.0,2,0.5,lightgbm
798451908,Existing Customer,0,0.002275012206667207,0,False,Low,F,Graduate,Married,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,36,2,30,3,2,5723.0,0,5723.0,12403,120,0.85,0.69,0.0,1,0.5,lightgbm
779686683,Existing Customer,0,0.002259997612057993,0,False,Low,F,Post-Graduate,Single,Less than $40K,Blue,Under 35,0-24 mo,2-3 mo,26,0,13,3,2,2902.0,1668,1234.0,2088,34,0.621,0.478,0.575,5,0.5,lightgbm
710280558,Existing Customer,0,0.002258099707596326,0,False,Low,M,Graduate,Single,$60K - $80K,Blue,50-64,25-48 mo,2-3 mo,51,1,39,3,2,8796.0,2517,6279.0,1195,18,0.492,0.8,0.286,3,0.5,lightgbm
717124983,Existing Customer,0,0.0022568052033049625,0,False,Low,F,Uneducated,Married,$40K - $60K,Blue,50-64,25-48 mo,0-1 mo,62,1,43,1,1,4760.0,0,4760.0,1459,20,0.564,0.538,0.0,3,0.5,lightgbm
711533058,Existing Customer,0,0.0022562651965160126,0,False,Low,F,Doctorate,Single,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,42,2,29,2,3,3347.0,2240,1107.0,5533,85,0.898,0.735,0.669,6,0.5,lightgbm
714311583,Existing Customer,0,0.0022145397675563845,0,False,Low,F,Graduate,Single,Unknown,Blue,35-49,25-48 mo,2-3 mo,46,4,36,3,2,17023.0,1084,15939.0,1610,43,0.928,0.387,0.064,4,0.5,lightgbm
778661358,Existing Customer,0,0.0022107794365815864,0,False,Low,F,Unknown,Married,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,46,1,36,3,2,2474.0,2143,331.0,1541,40,1.53,1.0,0.866,2,0.5,lightgbm
787621158,Existing Customer,0,0.0022046053154970956,0,False,Low,M,Unknown,Married,$60K - $80K,Blue,Under 35,25-48 mo,2-3 mo,33,2,25,3,3,6242.0,491,5751.0,2187,59,1.054,0.405,0.079,6,0.5,lightgbm
709589208,Existing Customer,0,0.0021939954068989935,0,False,Low,M,Graduate,Single,$60K - $80K,Blue,50-64,25-48 mo,0-1 mo,53,0,35,1,3,17721.0,596,17125.0,14409,83,0.694,0.844,0.034,3,0.5,lightgbm
720474408,Existing Customer,0,0.0021902189027987935,0,False,Low,M,Graduate,Single,$40K - $60K,Blue,50-64,25-48 mo,2-3 mo,52,2,41,2,2,9298.0,1898,7400.0,8427,87,0.655,0.776,0.204,1,0.5,lightgbm
721491258,Existing Customer,0,0.002180735680892301,0,False,Low,M,Graduate,Married,$80K - $120K,Blue,50-64,25-48 mo,2-3 mo,53,4,36,2,2,3924.0,2517,1407.0,1417,30,0.511,0.667,0.641,3,0.5,lightgbm
711119358,Existing Customer,0,0.0021729347576751523,0,False,Low,M,Unknown,Married,$60K - $80K,Blue,35-49,25-48 mo,0-1 mo,38,3,31,1,2,2014.0,896,1118.0,2460,52,1.055,0.857,0.445,6,0.5,lightgbm
714804483,Existing Customer,0,0.0021661389782344884,0,False,Low,M,College,Divorced,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,48,3,36,3,3,12159.0,1665,10494.0,1426,34,0.608,0.545,0.137,3,0.5,lightgbm
717891558,Existing Customer,0,0.0021601452880619263,0,False,Low,F,Graduate,Unknown,Less than $40K,Blue,35-49,25-48 mo,4-6 mo,49,4,36,4,2,3298.0,2200,1098.0,1052,32,0.678,0.6,0.667,6,0.5,lightgbm
708208758,Existing Customer,0,0.0021599185171682907,0,False,Low,M,Graduate,Single,$80K - $120K,Blue,50-64,25-48 mo,2-3 mo,53,1,45,3,2,1826.0,883,943.0,2199,48,0.953,1.0,0.484,6,0.5,lightgbm
711291558,Existing Customer,0,0.002155244327264066,0,False,Low,M,Uneducated,Single,$60K - $80K,Blue,Under 35,25-48 mo,2-3 mo,27,0,36,3,3,2464.0,0,2464.0,2636,50,0.502,0.429,0.0,4,0.5,lightgbm
708682908,Existing Customer,0,0.002151947735590971,0,False,Low,F,Unknown,Single,Unknown,Blue,35-49,25-48 mo,2-3 mo,43,4,28,2,1,2838.0,1934,904.0,8644,87,0.873,0.554,0.681,2,0.5,lightgbm
719075883,Existing Customer,0,0.002140861659746835,0,False,Low,F,High School,Married,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,38,3,27,3,3,2363.0,2033,330.0,3904,66,0.498,0.61,0.86,2,0.5,lightgbm
720392433,Existing Customer,0,0.0021355718461603178,0,False,Low,F,Unknown,Married,Less than $40K,Blue,50-64,25-48 mo,4-6 mo,55,1,36,6,2,2857.0,2517,340.0,1869,47,0.871,0.567,0.881,6,0.5,lightgbm
717100833,Existing Customer,0,0.0021331505703532285,0,False,Low,F,High School,Married,Less than $40K,Blue,35-49,25-48 mo,4-6 mo,37,2,27,6,2,3148.0,0,3148.0,1401,31,0.498,0.722,0.0,6,0.5,lightgbm
771429408,Existing Customer,0,0.002128511601850455,0,False,Low,M,High School,Married,$80K - $120K,Blue,50-64,25-48 mo,2-3 mo,54,1,42,3,2,1618.0,668,950.0,1515,31,0.552,0.476,0.413,5,0.5,lightgbm
811571733,Existing Customer,0,0.002124719744182665,0,False,Low,F,Unknown,Single,Unknown,Blue,Under 35,0-24 mo,2-3 mo,26,0,13,2,2,2600.0,1876,724.0,2625,45,0.606,0.364,0.722,4,0.5,lightgbm
748503708,Existing Customer,0,0.002123402858951958,0,False,Low,F,High School,Single,Less than $40K,Blue,50-64,25-48 mo,4-6 mo,54,1,47,4,3,2797.0,1627,1170.0,1566,36,0.413,0.714,0.582,6,0.5,lightgbm
772360683,Existing Customer,0,0.0021230687258864253,0,False,Low,M,High School,Married,$120K +,Blue,50-64,25-48 mo,2-3 mo,57,1,46,3,4,31762.0,2517,29245.0,1515,36,0.735,0.714,0.079,3,0.5,lightgbm
714914583,Existing Customer,0,0.0021229062498459655,0,False,Low,F,Graduate,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,40,4,27,2,3,3751.0,1521,2230.0,1060,30,0.974,1.308,0.405,6,0.5,lightgbm
801709308,Existing Customer,0,0.002121980442960218,0,False,Low,F,Uneducated,Married,Unknown,Blue,35-49,25-48 mo,0-1 mo,44,4,38,1,2,5366.0,968,4398.0,4558,56,0.992,0.75,0.18,6,0.5,lightgbm
716038533,Existing Customer,0,0.0021201189511160772,0,False,Low,F,Graduate,Unknown,Less than $40K,Blue,35-49,25-48 mo,0-1 mo,42,3,32,1,2,7169.0,902,6267.0,1438,35,0.834,0.591,0.126,3,0.5,lightgbm
708358683,Existing Customer,0,0.0021165530738911204,0,False,Low,M,Graduate,Married,$80K - $120K,Silver,35-49,25-48 mo,2-3 mo,46,2,35,3,2,34516.0,1236,33280.0,1665,40,0.549,0.667,0.036,6,0.5,lightgbm
717912483,Existing Customer,0,0.0021125889184108767,0,False,Low,M,Graduate,Unknown,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,43,4,27,2,0,27259.0,0,27259.0,1376,35,0.731,0.591,0.0,5,0.5,lightgbm
751487358,Existing Customer,0,0.0021124266619226063,0,False,Low,F,Graduate,Married,Less than $40K,Blue,35-49,25-48 mo,4-6 mo,39,3,32,6,3,3221.0,0,3221.0,1765,40,0.678,0.6,0.0,5,0.5,lightgbm
710404533,Existing Customer,0,0.002102891137769224,0,False,Low,M,Graduate,Married,$80K - $120K,Blue,50-64,25-48 mo,2-3 mo,50,2,37,2,1,1438.3,862,576.3,1391,40,0.65,0.212,0.599,6,0.5,lightgbm
719178183,Existing Customer,0,0.0021014315428050374,0,False,Low,M,Graduate,Married,$80K - $120K,Silver,50-64,25-48 mo,2-3 mo,50,2,42,3,3,34516.0,2517,31999.0,8186,85,0.759,0.635,0.073,2,0.5,lightgbm
715729683,Existing Customer,0,0.00209725194043649,0,False,Low,M,High School,Single,$120K +,Silver,35-49,25-48 mo,2-3 mo,44,3,36,2,2,34516.0,1106,33410.0,7936,76,0.776,0.767,0.032,1,0.5,lightgbm
716532258,Existing Customer,0,0.0020936494231735335,0,False,Low,F,High School,Single,Less than $40K,Blue,50-64,25-48 mo,2-3 mo,51,1,43,3,2,2827.0,1308,1519.0,3291,55,0.79,0.618,0.463,4,0.5,lightgbm
779509983,Existing Customer,0,0.0020905519145586926,0,False,Low,M,Post-Graduate,Single,$120K +,Blue,50-64,25-48 mo,0-1 mo,53,2,36,1,2,34516.0,931,33585.0,1022,21,0.828,1.1,0.027,6,0.5,lightgbm
719048133,Existing Customer,0,0.002083911167048882,0,False,Low,F,Uneducated,Married,Less than $40K,Blue,50-64,25-48 mo,2-3 mo,52,2,42,3,0,5456.0,0,5456.0,3470,65,0.337,0.625,0.0,6,0.5,lightgbm
715367058,Existing Customer,0,0.002077379385217306,0,False,Low,M,College,Unknown,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,43,3,37,2,3,19044.0,0,19044.0,1780,44,0.721,0.76,0.0,5,0.5,lightgbm
709955958,Existing Customer,0,0.0020685130351666228,0,False,Low,F,High School,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,41,1,33,2,0,8054.0,1023,7031.0,3374,45,0.75,0.875,0.127,4,0.5,lightgbm
715300683,Existing Customer,0,0.002063401827329088,0,False,Low,M,Uneducated,Single,$80K - $120K,Blue,35-49,25-48 mo,0-1 mo,39,1,36,1,3,34458.0,846,33612.0,8271,94,0.817,0.88,0.025,1,0.5,lightgbm
785387883,Existing Customer,0,0.0020629648439559477,0,False,Low,F,High School,Single,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,47,3,41,3,3,3788.0,1540,2248.0,1594,47,0.566,0.382,0.407,4,0.5,lightgbm
708980283,Existing Customer,0,0.002059618415813739,0,False,Low,M,High School,Married,$80K - $120K,Blue,Under 35,0-24 mo,0-1 mo,34,3,23,1,4,4185.0,2517,1668.0,2179,55,0.861,0.774,0.601,5,0.5,lightgbm
716819958,Existing Customer,0,0.0020509364007376472,0,False,Low,M,Graduate,Married,$60K - $80K,Blue,50-64,49-72 mo,0-1 mo,60,2,50,1,2,9033.0,845,8188.0,1661,35,0.663,0.4,0.094,3,0.5,lightgbm
708185208,Existing Customer,0,0.0020454758754448097,0,False,Low,M,Graduate,Single,$40K - $60K,Blue,Under 35,0-24 mo,0-1 mo,27,0,16,1,2,3178.0,1118,2060.0,2010,31,0.643,0.55,0.352,4,0.5,lightgbm
715074258,Existing Customer,0,0.002045471306133318,0,False,Low,F,Graduate,Single,$40K - $60K,Blue,Under 35,25-48 mo,2-3 mo,26,0,36,3,3,3930.0,0,3930.0,2067,42,0.758,0.355,0.0,5,0.5,lightgbm
714505683,Existing Customer,0,0.0020448544113570674,0,False,Low,M,Uneducated,Divorced,$80K - $120K,Blue,50-64,25-48 mo,2-3 mo,51,4,38,3,2,34516.0,0,34516.0,3250,63,0.506,0.658,0.0,5,0.5,lightgbm
718866633,Existing Customer,0,0.00203824577113102,0,False,Low,M,College,Married,$80K - $120K,Blue,35-49,25-48 mo,4-6 mo,46,2,36,4,2,33142.0,0,33142.0,4347,63,0.846,0.575,0.0,5,0.5,lightgbm
709198158,Existing Customer,0,0.002036704934534347,0,False,Low,F,Graduate,Single,Less than $40K,Blue,50-64,25-48 mo,2-3 mo,50,4,36,2,0,3125.0,1928,1197.0,1631,46,0.412,0.533,0.617,6,0.5,lightgbm
798158808,Existing Customer,0,0.0020325452049381786,0,False,Low,F,College,Single,$40K - $60K,Blue,50-64,25-48 mo,2-3 mo,53,1,47,3,2,6605.0,1479,5126.0,2017,47,0.739,0.679,0.224,5,0.5,lightgbm
789016983,Existing Customer,0,0.0020289473070593533,0,False,Low,F,High School,Married,Less than $40K,Blue,35-49,25-48 mo,4-6 mo,45,3,32,5,1,2948.0,968,1980.0,7834,86,0.946,0.509,0.328,2,0.5,lightgbm
710391258,Existing Customer,0,0.0020270704410298283,0,False,Low,M,Graduate,Married,$40K - $60K,Blue,Under 35,25-48 mo,2-3 mo,27,0,36,2,4,11473.0,829,10644.0,2147,41,0.707,0.519,0.072,3,0.5,lightgbm
718607883,Existing Customer,0,0.0020257037801001553,0,False,Low,M,Post-Graduate,Single,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,41,3,30,2,2,17890.0,2517,15373.0,4831,81,0.983,0.8,0.141,4,0.5,lightgbm
780653208,Existing Customer,0,0.0020249718217307594,0,False,Low,F,College,Married,Less than $40K,Blue,35-49,25-48 mo,4-6 mo,47,3,36,4,2,3300.0,2517,783.0,3784,55,0.94,1.115,0.763,5,0.5,lightgbm
779174133,Existing Customer,0,0.0020177610374682475,0,False,Low,M,Uneducated,Married,$120K +,Blue,50-64,25-48 mo,0-1 mo,56,3,43,1,5,5188.0,753,4435.0,1540,30,0.591,0.429,0.145,5,0.5,lightgbm
720998358,Existing Customer,0,0.0020165849310433146,0,False,Low,M,High School,Married,$120K +,Silver,50-64,25-48 mo,2-3 mo,52,0,41,3,1,34516.0,1043,33473.0,1489,38,0.562,0.357,0.03,3,0.5,lightgbm
714548733,Existing Customer,0,0.002014590342998849,0,False,Low,M,College,Single,$80K - $120K,Silver,35-49,0-24 mo,2-3 mo,35,0,16,3,3,34516.0,0,34516.0,2655,64,0.524,0.829,0.0,6,0.5,lightgbm
771976683,Existing Customer,0,0.002012734480213982,0,False,Low,F,College,Married,Unknown,Blue,50-64,25-48 mo,2-3 mo,54,1,43,3,2,5839.0,2130,3709.0,1640,44,0.687,0.333,0.365,3,0.5,lightgbm
709587783,Existing Customer,0,0.002007527226571651,0,False,Low,M,Post-Graduate,Single,$60K - $80K,Silver,35-49,25-48 mo,2-3 mo,39,4,36,3,3,25133.0,0,25133.0,4033,73,0.461,0.327,0.0,6,0.5,lightgbm
709103358,Existing Customer,0,0.002000041061517093,0,False,Low,F,College,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,39,2,36,3,3,9476.0,0,9476.0,1128,27,0.605,0.929,0.0,6,0.5,lightgbm
715993608,Existing Customer,0,0.0019999276553028535,0,False,Low,M,College,Single,$120K +,Blue,50-64,25-48 mo,2-3 mo,51,2,41,3,2,26714.0,2517,24197.0,1686,50,0.758,0.724,0.094,6,0.5,lightgbm
811907583,Existing Customer,0,0.0019988779126963886,0,False,Low,F,Uneducated,Single,Unknown,Blue,35-49,25-48 mo,2-3 mo,45,4,40,2,2,7600.0,1574,6026.0,4240,67,0.605,0.396,0.207,1,0.5,lightgbm
718403358,Existing Customer,0,0.001982406530199341,0,False,Low,F,High School,Divorced,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,49,2,33,2,1,7231.0,2517,4714.0,3912,67,0.865,0.763,0.348,4,0.5,lightgbm
716529258,Existing Customer,0,0.001982044277916194,0,False,Low,M,Doctorate,Married,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,42,4,27,3,4,31864.0,0,31864.0,1591,35,1.009,0.75,0.0,5,0.5,lightgbm
708829758,Existing Customer,0,0.0019700171344346883,0,False,Low,M,High School,Married,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,41,2,36,3,2,6062.0,761,5301.0,3877,66,0.307,0.375,0.126,4,0.5,lightgbm
714697533,Existing Customer,0,0.001964742924298742,0,False,Low,M,High School,Single,$60K - $80K,Blue,Under 35,0-24 mo,2-3 mo,26,1,15,3,3,4327.0,0,4327.0,2344,48,0.624,0.297,0.0,6,0.5,lightgbm
720235608,Existing Customer,0,0.001962375511756966,0,False,Low,F,Graduate,Unknown,Less than $40K,Blue,50-64,25-48 mo,2-3 mo,60,0,36,3,1,3828.0,0,3828.0,4470,58,0.599,0.812,0.0,4,0.5,lightgbm
818906208,Existing Customer,0,0.0019597495636362286,0,False,Low,M,High School,Unknown,$60K - $80K,Silver,Under 35,25-48 mo,2-3 mo,32,0,27,2,2,29081.0,1396,27685.0,1538,36,2.204,0.714,0.048,2,0.5,lightgbm
